uuid,name,description,local-name,local-description,class,datatype,shortname,is-set,reference-term-source,reference-term-code,reference-term-name,reference-term-relationship,units,high-normal,low-normal,member-of,member-of-sort-weight,answer-of,answer-of-sort-weight,,,,,,,,,,,,,,,,,,,,,,,
,"Small kidney, unspecified",,,,,,,,ICD10-BD,N27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Other disorders of kidney and ureter, not elsewhere classified",,,,,,,,ICD10-BD,N28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ischemia and infarction of kidney,,,,,,,,ICD10-BD,N28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Cyst of kidney, acquired",,,,,,,,ICD10-BD,N28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other specified disorders of kidney and ureter,,,,,,,,ICD10-BD,N28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Disorder of kidney and ureter, unspecified",,,,,,,,ICD10-BD,N28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cystitis,,,,,,,,ICD10-BD,N30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acute cystitis,,,,,,,,ICD10-BD,N30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Interstitial cystitis (chronic),,,,,,,,ICD10-BD,N30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other chronic cystitis,,,,,,,,ICD10-BD,N30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Trigonitis,,,,,,,,ICD10-BD,N30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Irradiation cystitis,,,,,,,,ICD10-BD,N30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other cystitis,,,,,,,,ICD10-BD,N30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Cystitis, unspecified",,,,,,,,ICD10-BD,N30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Neuromuscular dysfunction of bladder, not elsewhere classified",,,,,,,,ICD10-BD,N31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Uninhibited neuropathic bladder, not elsewhere classified",,,,,,,,ICD10-BD,N31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Reflex neuropathic bladder, not elsewhere classified",,,,,,,,ICD10-BD,N31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Flaccid neuropathic bladder, not elsewhere classified",,,,,,,,ICD10-BD,N31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other neuromuscular dysfunction of bladder,,,,,,,,ICD10-BD,N31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Neuromuscular dysfunction of bladder, unspecified",,,,,,,,ICD10-BD,N31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other disorders of bladder,,,,,,,,ICD10-BD,N32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bladder-neck obstruction,,,,,,,,ICD10-BD,N32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vesicointestinal fistula,,,,,,,,ICD10-BD,N32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Vesical fistula, not elsewhere classified",,,,,,,,ICD10-BD,N32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diverticulum of bladder,,,,,,,,ICD10-BD,N32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Rupture of bladder, nontraumatic",,,,,,,,ICD10-BD,N32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other specified disorders of bladder,,,,,,,,ICD10-BD,N32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Bladder disorder, unspecified",,,,,,,,ICD10-BD,N32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Urethritis and urethral syndrome,,,,,,,,ICD10-BD,N34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Urethral abscess,,,,,,,,ICD10-BD,N34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nonspecific urethritis,,,,,,,,ICD10-BD,N34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other urethritis,,,,,,,,ICD10-BD,N34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Urethral syndrome, unspecified",,,,,,,,ICD10-BD,N34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Urethral stricture,,,,,,,,ICD10-BD,N35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Posttraumatic urethral stricture,,,,,,,,ICD10-BD,N35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Postinfective urethral stricture, not elsewhere classified",,,,,,,,ICD10-BD,N35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other urethral stricture,,,,,,,,ICD10-BD,N35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Urethral stricture, unspecified",,,,,,,,ICD10-BD,N35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other disorders of urethra,,,,,,,,ICD10-BD,N36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Urethral fistula,,,,,,,,ICD10-BD,N36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Urethral diverticulum,,,,,,,,ICD10-BD,N36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Urethral caruncle,,,,,,,,ICD10-BD,N36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prolapsed urethral mucosa,,,,,,,,ICD10-BD,N36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other specified disorders of urethra,,,,,,,,ICD10-BD,N36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Urethral disorder, unspecified",,,,,,,,ICD10-BD,N36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other disorders of urinary system,,,,,,,,ICD10-BD,N39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Urinary tract infection, site not specified",,,,,,,,ICD10-BD,N39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Persistent proteinuria, unspecified",,,,,,,,ICD10-BD,N39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Orthostatic proteinuria, unspecified",,,,,,,,ICD10-BD,N39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stress incontinence,,,,,,,,ICD10-BD,N39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other specified urinary incontinence,,,,,,,,ICD10-BD,N39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other specified disorders of urinary system,,,,,,,,ICD10-BD,N39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Disorder of urinary system, unspecified",,,,,,,,ICD10-BD,N39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyperplasia of prostate,,,,,,,,ICD10-BD,N40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inflammatory diseases of prostate,,,,,,,,ICD10-BD,N41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acute prostatitis,,,,,,,,ICD10-BD,N41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chronic prostatitis,,,,,,,,ICD10-BD,N41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Abscess of prostate,,,,,,,,ICD10-BD,N41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prostatocystitis,,,,,,,,ICD10-BD,N41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other inflammatory diseases of prostate,,,,,,,,ICD10-BD,N41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Inflammatory disease of prostate, unspecified",,,,,,,,ICD10-BD,N41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other disorders of prostate,,,,,,,,ICD10-BD,N42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calculus of prostate,,,,,,,,ICD10-BD,N42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Congestion and hemorrhage of prostate,,,,,,,,ICD10-BD,N42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Atrophy of prostate,,,,,,,,ICD10-BD,N42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other specified disorders of prostate,,,,,,,,ICD10-BD,N42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Disorder of prostate, unspecified",,,,,,,,ICD10-BD,N42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hydrocele and spermatocele,,,,,,,,ICD10-BD,N43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Encysted hydrocele,,,,,,,,ICD10-BD,N43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Infected hydrocele,,,,,,,,ICD10-BD,N43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other hydrocele,,,,,,,,ICD10-BD,N43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Hydrocele, unspecified",,,,,,,,ICD10-BD,N43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Spermatocele,,,,,,,,ICD10-BD,N43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Torsion of testis,,,,,,,,ICD10-BD,N44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Orchitis and epididymitis,,,,,,,,ICD10-BD,N45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Orchitis, epididymitis, and epididymo-orchitis with abscess",,,,,,,,ICD10-BD,N45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Orchitis, epididymitis, and epididymo-orchitis without abscess",,,,,,,,ICD10-BD,N45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Male infertility,,,,,,,,ICD10-BD,N46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Redundant prepuce, phimosis, and paraphimosis",,,,,,,,ICD10-BD,N47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other disorders of penis,,,,,,,,ICD10-BD,N48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leukoplakia of penis,,,,,,,,ICD10-BD,N48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Balanoposthitis,,,,,,,,ICD10-BD,N48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other inflammatory disorders of penis,,,,,,,,ICD10-BD,N48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Priapism,,,,,,,,ICD10-BD,N48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Impotence of organic origin,,,,,,,,ICD10-BD,N48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ulcer of penis,,,,,,,,ICD10-BD,N48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Balanitis xerotica obliterans,,,,,,,,ICD10-BD,N48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other specified disorders of penis,,,,,,,,ICD10-BD,N48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Disorder of penis, unspecified",,,,,,,,ICD10-BD,N48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Inflammatory disorders of male genital organs, not elsewhere classified",,,,,,,,ICD10-BD,N49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inflammatory disorders of seminal vesicle,,,,,,,,ICD10-BD,N49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Inflammatory disorders of spermatic cord, tunica vaginalis, and vas deferens",,,,,,,,ICD10-BD,N49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inflammatory disorders of scrotum,,,,,,,,ICD10-BD,N49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inflammatory disorders of other specified male genital organs,,,,,,,,ICD10-BD,N49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inflammatory disorder of unspecified male genital organ,,,,,,,,ICD10-BD,N49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other disorders of male genital organs,,,,,,,,ICD10-BD,N50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Atrophy of testis,,,,,,,,ICD10-BD,N50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vascular disorders of male genital organs,,,,,,,,ICD10-BD,N50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other specified disorders of male genital organs,,,,,,,,ICD10-BD,N50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Disorder of male genital organs, unspecified",,,,,,,,ICD10-BD,N50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Benign mammary dysplasia,,,,,,,,ICD10-BD,N60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solitary cyst of breast,,,,,,,,ICD10-BD,N60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diffuse cystic mastopathy,,,,,,,,ICD10-BD,N60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fibroadenosis of breast,,,,,,,,ICD10-BD,N60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fibrosclerosis of breast,,,,,,,,ICD10-BD,N60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mammary duct ectasia,,,,,,,,ICD10-BD,N60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other benign mammary dysplasias,,,,,,,,ICD10-BD,N60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Benign mammary dysplasia, unspecified",,,,,,,,ICD10-BD,N60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inflammatory disorders of breast,,,,,,,,ICD10-BD,N61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hypertrophy of breast,,,,,,,,ICD10-BD,N62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unspecified lump in breast,,,,,,,,ICD10-BD,N63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other disorders of breast,,,,,,,,ICD10-BD,N64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fissure and fistula of nipple,,,,,,,,ICD10-BD,N64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fat necrosis of breast,,,,,,,,ICD10-BD,N64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Atrophy of breast,,,,,,,,ICD10-BD,N64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Galactorrhea not associated with childbirth,,,,,,,,ICD10-BD,N64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mastodynia,,,,,,,,ICD10-BD,N64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other signs and symptoms in breast,,,,,,,,ICD10-BD,N64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other specified disorders of breast,,,,,,,,ICD10-BD,N64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Disorder of breast, unspecified",,,,,,,,ICD10-BD,N64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Salpingitis and oophoritis,,,,,,,,ICD10-BD,N70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acute salpingitis and oophoritis,,,,,,,,ICD10-BD,N70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chronic salpingitis and oophoritis,,,,,,,,ICD10-BD,N70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Salpingitis and oophoritis, unspecified",,,,,,,,ICD10-BD,N70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Inflammatory disease of uterus, except cervix",,,,,,,,ICD10-BD,N71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acute inflammatory disease of uterus,,,,,,,,ICD10-BD,N71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chronic inflammatory disease of uterus,,,,,,,,ICD10-BD,N71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Inflammatory disease of uterus, unspecified",,,,,,,,ICD10-BD,N71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inflammatory disease of cervix uteri,,,,,,,,ICD10-BD,N72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other female pelvic inflammatory diseases,,,,,,,,ICD10-BD,N73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acute parametritis and pelvic cellulitis,,,,,,,,ICD10-BD,N73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chronic parametritis and pelvic cellulitis,,,,,,,,ICD10-BD,N73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unspecified parametritis and pelvic cellulitis,,,,,,,,ICD10-BD,N73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Female acute pelvic peritonitis,,,,,,,,ICD10-BD,N73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Female chronic pelvic peritonitis,,,,,,,,ICD10-BD,N73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Female pelvic peritonitis, unspecified",,,,,,,,ICD10-BD,N73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Female pelvic peritoneal adhesions,,,,,,,,ICD10-BD,N73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other specified female pelvic inflammatory diseases,,,,,,,,ICD10-BD,N73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Female pelvic inflammatory disease, unspecified",,,,,,,,ICD10-BD,N73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diseases of Bartholin's gland,,,,,,,,ICD10-BD,N75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cyst of Bartholin's gland,,,,,,,,ICD10-BD,N75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Abscess of Bartholin's gland,,,,,,,,ICD10-BD,N75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other diseases of Bartholin's gland,,,,,,,,ICD10-BD,N75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Disease of Bartholin's gland, unspecified",,,,,,,,ICD10-BD,N75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other inflammation of vagina and vulva,,,,,,,,ICD10-BD,N76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acute vaginitis,,,,,,,,ICD10-BD,N76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subacute and chronic vaginitis,,,,,,,,ICD10-BD,N76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acute vulvitis,,,,,,,,ICD10-BD,N76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subacute and chronic vulvitis,,,,,,,,ICD10-BD,N76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Abscess of vulva,,,,,,,,ICD10-BD,N76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ulceration of vagina,,,,,,,,ICD10-BD,N76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ulceration of vulva,,,,,,,,ICD10-BD,N76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other specified inflammation of vagina and vulva,,,,,,,,ICD10-BD,N76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Endometriosis,,,,,,,,ICD10-BD,N80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Endometriosis of uterus,,,,,,,,ICD10-BD,N80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Endometriosis of ovary,,,,,,,,ICD10-BD,N80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Endometriosis of fallopian tube,,,,,,,,ICD10-BD,N80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Endometriosis of pelvic peritoneum,,,,,,,,ICD10-BD,N80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Endometriosis of rectovaginal septum and vagina,,,,,,,,ICD10-BD,N80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Endometriosis of intestine,,,,,,,,ICD10-BD,N80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Endometriosis in cutaneous scar,,,,,,,,ICD10-BD,N80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other endometriosis,,,,,,,,ICD10-BD,N80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Endometriosis, unspecified",,,,,,,,ICD10-BD,N80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Female genital prolapse,,,,,,,,ICD10-BD,N81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Female urethrocele,,,,,,,,ICD10-BD,N81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cystocele,,,,,,,,ICD10-BD,N81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Incomplete uterovaginal prolapse,,,,,,,,ICD10-BD,N81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Complete uterovaginal prolapse,,,,,,,,ICD10-BD,N81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Uterovaginal prolapse, unspecified",,,,,,,,ICD10-BD,N81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vaginal enterocele,,,,,,,,ICD10-BD,N81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rectocele,,,,,,,,ICD10-BD,N81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other female genital prolapse,,,,,,,,ICD10-BD,N81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Female genital prolapse, unspecified",,,,,,,,ICD10-BD,N81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fistulae involving female genital tract,,,,,,,,ICD10-BD,N82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vesicovaginal fistula,,,,,,,,ICD10-BD,N82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other female urinary-genital tract fistulae,,,,,,,,ICD10-BD,N82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fistula of vagina to small intestine,,,,,,,,ICD10-BD,N82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fistula of vagina to large intestine,,,,,,,,ICD10-BD,N82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other female intestinal-genital tract fistulae,,,,,,,,ICD10-BD,N82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Female genital tract-skin fistulae,,,,,,,,ICD10-BD,N82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other female genital tract fistulae,,,,,,,,ICD10-BD,N82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Female genital tract fistula, unspecified",,,,,,,,ICD10-BD,N82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Noninflammatory disorders of ovary, fallopian tube, and broad ligament",,,,,,,,ICD10-BD,N83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Follicular cyst of ovary,,,,,,,,ICD10-BD,N83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Corpus luteum cyst,,,,,,,,ICD10-BD,N83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other and unspecified ovarian cysts,,,,,,,,ICD10-BD,N83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acquired atrophy of ovary and fallopian tube,,,,,,,,ICD10-BD,N83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prolapse and hernia of ovary and fallopian tube,,,,,,,,ICD10-BD,N83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Torsion of ovary, ovarian pedicle, and fallopian tube",,,,,,,,ICD10-BD,N83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hematosalpinx,,,,,,,,ICD10-BD,N83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hematoma of broad ligament,,,,,,,,ICD10-BD,N83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Other noninflammatory disorders of ovary, fallopian tube, and broad ligament",,,,,,,,ICD10-BD,N83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Noninflammatory disorder of ovary, fallopian tube, and broad ligament, unspecified",,,,,,,,ICD10-BD,N83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Polyp of female genital tract,,,,,,,,ICD10-BD,N84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Polyp of corpus uteri,,,,,,,,ICD10-BD,N84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Polyp of cervix uteri,,,,,,,,ICD10-BD,N84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Polyp of vagina,,,,,,,,ICD10-BD,N84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Polyp of vulva,,,,,,,,ICD10-BD,N84.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Polyp of other parts of female genital tract,,,,,,,,ICD10-BD,N84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Polyp of female genital tract, unspecified",,,,,,,,ICD10-BD,N84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Other noninflammatory disorders of uterus, except cervix",,,,,,,,ICD10-BD,N85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Endometrial glandular hyperplasia,,,,,,,,ICD10-BD,N85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Endometrial adenomatous hyperplasia,,,,,,,,ICD10-BD,N85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hypertrophy of uterus,,,,,,,,ICD10-BD,N85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subinvolution of uterus,,,,,,,,ICD10-BD,N85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Malposition of uterus,,,,,,,,ICD10-BD,N85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inversion of uterus,,,,,,,,ICD10-BD,N85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Intrauterine synechiae,,,,,,,,ICD10-BD,N85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
